flight_id,period_id,airport_id,city_id,airline_id,scheduled_charter,number_flights_matched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay,flights_unmatched_percent,previous_year_month_flights_matched
21859,129,2020,827,1113,S,132,2,0,5.970149,29.104478,14.179104,25.373134,16.41791,5.970149,1.492537,0,1.492537,42.522727,34.146341,46.85,,80
21860,129,2020,843,1113,S,162,6,0.595238,20.238095,28.571429,12.5,19.047619,14.880952,0.595238,0,0,3.571429,26.944444,47.407407,26.485075,,134
21861,129,2020,844,1113,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,,1
21862,129,2020,605,1150,S,2,0,0,0,0,50,0,0,0,50,0,0,176.5,0,0,,0
21863,129,2020,605,1113,S,51,1,0,26.923077,40.384615,19.230769,7.692308,1.923077,1.923077,0,0,1.923077,15.078431,0,0,,0
21864,129,2020,695,1161,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,,1
21865,129,2020,1092,1151,C,1,0,0,0,100,0,0,0,0,0,0,0,3,0,0,,0
21866,129,2020,916,1114,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,13,,1
21867,129,2020,577,1121,S,44,0,0,2.272727,40.909091,36.363636,18.181818,2.272727,0,0,0,0,20.818182,27.272727,40.837209,,43
21868,129,2020,577,1161,S,44,0,0,11.363636,15.909091,13.636364,29.545455,13.636364,2.272727,13.636364,0,0,69.227273,0,0,,0
21869,129,2020,1003,1113,S,36,0,0,8.333333,33.333333,22.222222,25,11.111111,0,0,0,0,27.527778,40.740741,38.037037,,27
21870,129,2020,1005,1113,S,71,0,0,8.450704,35.211268,15.492958,22.535211,14.084507,4.225352,0,0,0,35.492958,31.428571,41.142857,,70
21871,129,2020,1005,1122,C,18,0,0,5.555556,50,22.222222,22.222222,0,0,0,0,0,19.5,11.111111,52.277778,,18
21872,129,2020,1005,1161,S,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111111,54.777778,,18
21873,129,2020,1011,1113,S,27,0,0,3.703704,3.703704,29.62963,22.222222,29.62963,7.407407,3.703704,0,0,59.296296,19.230769,59.666667,,24
21874,129,2020,1011,1161,S,26,0,0,7.692308,19.230769,30.769231,7.692308,26.923077,0,7.692308,0,0,54.846154,0,100.055556,,18
21875,129,2020,1017,1113,S,18,0,0,16.666667,22.222222,27.777778,27.777778,5.555556,0,0,0,0,26.055556,66.666667,14.722222,,18
21876,129,2020,1018,1122,C,8,0,0,0,12.5,12.5,50,25,0,0,0,0,44.375,0,44.375,,8
21877,129,2020,1026,1113,S,16,0,0,12.5,18.75,31.25,31.25,6.25,0,0,0,0,25.625,33.333333,29.166667,,18
21878,129,2020,1033,1113,S,18,0,0,11.111111,38.888889,22.222222,22.222222,5.555556,0,0,0,0,22.166667,0,0,,0
21879,129,2020,1037,1113,S,63,0,0,9.52381,31.746032,22.222222,20.634921,14.285714,0,1.587302,0,0,30.84127,37.735849,32.358491,,53
21880,129,2020,1037,1122,C,17,0,0,0,29.411765,35.294118,11.764706,23.529412,0,0,0,0,38.529412,35.294118,31.705882,,17
21881,129,2020,882,1113,S,18,0,0,5.555556,11.111111,33.333333,27.777778,11.111111,5.555556,5.555556,0,0,48.111111,30.769231,34.230769,,26
21882,129,2020,882,1161,S,26,0,0,7.692308,15.384615,19.230769,19.230769,30.769231,7.692308,0,0,0,54.615385,10.714286,73,,26
21883,129,2020,1096,1122,C,10,0,0,0,30,30,20,0,20,0,0,0,50.8,71.428571,21,,7
21884,129,2020,1041,1113,S,19,0,0,0,42.105263,5.263158,31.578947,15.789474,0,5.263158,0,0,43.578947,27.777778,26.555556,,18
21885,129,2020,1041,1161,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.333333,,12
21886,129,2020,1048,1113,S,20,0,0,5,35,15,25,15,5,0,0,0,33.3,27.777778,26.764706,,17
21887,129,2020,1048,1161,S,0,0,0,0,0,0,0,0,0,0,0,0,0,38.888889,41.888889,,18
21888,129,2020,747,1113,S,52,0,0,19.230769,55.769231,11.538462,9.615385,3.846154,0,0,0,0,13.826923,70.833333,14.270833,,48
21889,129,2020,747,1161,S,0,0,0,0,0,0,0,0,0,0,0,0,0,11.538462,90.72,,25
21890,129,2020,733,1121,S,88,0,1.136364,26.136364,34.090909,26.136364,11.363636,1.136364,0,0,0,0,13.136364,66.666667,22.865169,,89
21891,129,2020,661,1121,S,44,0,2.272727,22.727273,45.454545,18.181818,9.090909,2.272727,0,0,0,0,12.545455,31.111111,37.162791,,43
21892,129,2020,678,1121,S,220,0,1.818182,21.818182,32.272727,18.636364,15.909091,5.454545,2.727273,0.909091,0.454545,0,26.277273,51.658768,26.634615,,208
21893,129,2020,748,1121,S,62,0,0,27.419355,38.709677,16.129032,9.677419,4.83871,3.225806,0,0,0,17.354839,58.064516,19.66129,,62
21894,129,2020,616,1121,S,35,0,0,11.428571,31.428571,17.142857,17.142857,22.857143,0,0,0,0,32.457143,8.823529,60.117647,,34
21895,129,2020,644,1113,S,22,6,0,14.285714,28.571429,21.428571,7.142857,7.142857,0,0,0,21.428571,19.863636,68.518519,22.301887,,53
21896,129,2020,644,1121,S,10,0,0,20,40,20,20,0,0,0,0,0,14.2,61.111111,20.833333,,18
21897,129,2020,1136,1113,S,6,0,0,16.666667,50,0,16.666667,16.666667,0,0,0,0,27.333333,0,0,,0
21898,129,2020,1138,1121,S,2,0,0,0,50,0,50,0,0,0,0,0,31.5,0,0,,0
21899,129,2020,804,1150,S,40,2,0,0,9.52381,16.666667,16.666667,35.714286,9.52381,7.142857,0,4.761905,74.625,8.196721,59.185185,,54
21900,129,2020,804,1113,S,10,0,0,10,40,20,10,20,0,0,0,0,27.7,0,0,,0
21901,129,2020,817,1113,S,44,0,0,15.909091,38.636364,22.727273,20.454545,2.272727,0,0,0,0,18.113636,51.923077,16.596154,,52
21902,129,2020,817,1121,S,34,0,0,2.941176,5.882353,29.411765,32.352941,29.411765,0,0,0,0,45.411765,12.765957,72.533333,,45
21903,129,2020,1031,1113,S,26,0,0,26.923077,15.384615,7.692308,23.076923,19.230769,7.692308,0,0,0,42.307692,40,41.85,,20
21904,129,2020,840,1113,S,22,0,4.545455,0,45.454545,9.090909,13.636364,9.090909,9.090909,9.090909,0,0,49.227273,53.846154,24.769231,,26
21905,129,2020,855,1113,S,62,0,1.612903,9.677419,33.870968,12.903226,24.193548,16.129032,1.612903,0,0,0,32.16129,41.666667,32.944444,,36
21906,129,2020,945,1121,S,8,0,12.5,0,50,12.5,25,0,0,0,0,0,14.625,0,0,,0
21907,129,2020,959,1113,S,18,0,0,22.222222,33.333333,11.111111,16.666667,16.666667,0,0,0,0,24.722222,27.272727,37.636364,,11
21908,129,2020,864,1161,S,62,0,11.290323,3.225806,9.677419,9.677419,19.354839,24.193548,4.83871,11.290323,6.451613,0,97.806452,17.391304,68.23913,,46
21909,129,2020,1030,1161,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0625,,16
21910,129,2020,906,1161,S,26,0,3.846154,0,11.538462,15.384615,23.076923,7.692308,7.692308,23.076923,7.692308,0,113.730769,20.512821,79.105263,,38
21911,129,2020,793,1121,S,36,0,0,13.888889,25,13.888889,25,19.444444,2.777778,0,0,0,34.583333,25.714286,33.714286,,35
21912,129,2020,568,1150,S,26,2,0,28.571429,32.142857,25,7.142857,0,0,0,0,7.142857,11.076923,12.5,40.875,,8
21913,129,2020,568,1113,S,282,6,3.125,30.555556,35.069444,11.111111,11.111111,6.25,0.694444,0,0,2.083333,15.836879,58.031088,18.893617,,188
21914,129,2020,692,1113,S,185,0,4.864865,23.783784,32.432432,14.594595,13.513514,9.189189,0.540541,1.081081,0,0,21.913514,55.135135,23.68306,,183
21915,129,2020,692,1121,S,44,0,6.818182,20.454545,34.090909,11.363636,13.636364,13.636364,0,0,0,0,18.613636,56.818182,23.142857,,42
21916,129,2020,774,1113,S,187,0,0,11.764706,24.59893,16.57754,25.13369,16.57754,4.278075,1.069519,0,0,38.224599,41.317365,34.780488,,164
21917,129,2020,774,1121,S,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,0
21918,129,2020,774,1161,S,62,0,0,16.129032,33.870968,20.967742,19.354839,9.677419,0,0,0,0,23.306452,11.904762,72.85,,40
21919,129,2020,832,1113,S,48,1,4.081633,18.367347,32.653061,14.285714,14.285714,14.285714,0,0,0,2.040816,23.541667,55.555556,27.12963,,54
21920,129,2020,832,1161,S,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111111,71.590909,,22
21921,129,2020,698,1161,S,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48.071429,,14
21922,129,2020,600,1110,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,,1
21923,129,2020,600,1161,S,44,0,0,15.909091,38.636364,4.545455,20.454545,4.545455,2.272727,4.545455,9.090909,0,71.545455,8.571429,78.828571,,35
21924,129,2020,776,1161,S,18,0,0,50,38.888889,0,0,5.555556,5.555556,0,0,0,16.055556,30.769231,52.090909,,22
21925,129,2020,563,1113,S,143,0,2.097902,25.874126,31.468531,11.188811,17.482517,9.79021,2.097902,0,0,0,22.440559,69.852941,14.88806,,134
21926,129,2020,563,1121,S,62,0,1.612903,17.741935,41.935484,16.129032,17.741935,4.83871,0,0,0,0,18.983871,46.774194,42.683333,,60
21927,129,2020,592,1113,S,122,1,1.626016,23.577236,44.715447,9.756098,12.195122,5.691057,1.626016,0,0,0.813008,18.04918,67.361111,19.133803,,142
21928,129,2020,592,1121,S,44,0,0,13.636364,25,22.727273,13.636364,18.181818,4.545455,2.272727,0,0,38.772727,20.454545,60.204545,,44
21929,129,2020,643,1161,S,0,0,0,0,0,0,0,0,0,0,0,0,0,64.285714,14.642857,,14
21930,129,2020,813,1113,S,26,0,19.230769,30.769231,38.461538,11.538462,0,0,0,0,0,0,4.423077,0,0,,0
21931,129,2020,813,1121,S,46,0,6.521739,32.608696,45.652174,8.695652,0,0,2.173913,4.347826,0,0,18.543478,77.272727,17.704545,,44
21932,129,2020,729,1113,S,90,3,2.150538,12.903226,21.505376,20.430108,20.430108,10.752688,7.526882,1.075269,0,3.225806,36.955556,50.549451,26.647727,,88
21933,129,2020,789,1113,S,82,8,1.111111,30,18.888889,11.111111,22.222222,7.777778,0,0,0,8.888889,20.536585,52.459016,25.04918,,61
21934,129,2020,790,1113,S,186,0,1.075269,18.27957,31.182796,15.053763,18.27957,12.903226,3.225806,0,0,0,28.365591,60.227273,21.62069,,174
21935,129,2020,790,1121,S,62,0,6.451613,19.354839,45.16129,17.741935,6.451613,4.83871,0,0,0,0,13.33871,67.741935,22.354839,,62
21936,129,2020,790,1161,S,0,0,0,0,0,0,0,0,0,0,0,0,0,22.222222,71.12963,,54
21937,129,2020,841,1150,S,56,6,0,6.451613,20.967742,11.290323,19.354839,22.580645,1.612903,6.451613,1.612903,9.677419,59.321429,41.269841,35.5,,60
21938,129,2020,841,1113,S,188,0,1.595745,22.340426,33.510638,16.489362,16.489362,8.510638,0,1.06383,0,0,22.819149,66.853933,17.365169,,178
21939,129,2020,841,1122,C,26,0,0,0,38.461538,34.615385,23.076923,3.846154,0,0,0,0,23.653846,60,20.52,,25
21940,129,2020,841,1161,S,62,0,0,9.677419,37.096774,9.677419,11.290323,4.83871,6.451613,20.967742,0,0,80.096774,46.666667,32.65,,60
21941,129,2020,899,1121,S,18,0,0,5.555556,33.333333,44.444444,16.666667,0,0,0,0,0,19.888889,33.333333,47.222222,,18
21942,129,2020,575,1113,S,16,0,0,25,25,31.25,18.75,0,0,0,0,0,17.25,55.555556,22.166667,,18
21943,129,2020,575,1121,S,18,0,5.555556,38.888889,33.333333,16.666667,5.555556,0,0,0,0,0,7.555556,72.222222,10.833333,,18
21944,129,2020,575,1122,C,18,0,0,5.555556,72.222222,16.666667,5.555556,0,0,0,0,0,11.388889,88.888889,8.777778,,18
21945,129,2020,697,1113,S,28,0,10.714286,21.428571,32.142857,28.571429,0,7.142857,0,0,0,0,16.392857,46.428571,28.142857,,28
21946,129,2020,697,1121,S,18,0,11.111111,22.222222,33.333333,27.777778,5.555556,0,0,0,0,0,10.555556,66.666667,29.055556,,18
21947,129,2020,697,1161,S,0,0,0,0,0,0,0,0,0,0,0,0,0,66.666667,11.166667,,12
21948,129,2020,767,1113,S,26,0,7.692308,19.230769,26.923077,7.692308,11.538462,3.846154,23.076923,0,0,0,47.038462,69.230769,18.461538,,26
21949,129,2020,767,1121,S,18,0,0,50,33.333333,5.555556,0,0,11.111111,0,0,0,17.611111,88.888889,5.705882,,17
21950,129,2020,767,1161,S,0,0,0,0,0,0,0,0,0,0,0,0,0,15.384615,98.666667,,12
21951,129,2020,934,1113,S,62,0,8.064516,20.967742,24.193548,27.419355,12.903226,6.451613,0,0,0,0,18.048387,61.904762,18.66129,,62
21952,129,2020,934,1121,S,18,0,0,22.222222,55.555556,11.111111,11.111111,0,0,0,0,0,11.111111,88.888889,17,,18
21953,129,2020,934,1161,S,0,0,0,0,0,0,0,0,0,0,0,0,0,35.483871,43.12,,25
21954,129,2020,702,1113,S,108,0,0,8.333333,31.481481,23.148148,21.296296,12.037037,3.703704,0,0,0,31.259259,19.298246,52.263158,,57
21955,129,2020,970,1113,S,34,2,0,8.333333,22.222222,30.555556,27.777778,5.555556,0,0,0,5.555556,24.794118,28.571429,42.653846,,26
21956,129,2020,970,1305,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,1
21957,129,2020,570,1154,S,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,55.625,,8
21958,129,2020,571,1113,S,16,2,0,0,16.666667,5.555556,11.111111,38.888889,16.666667,0,0,11.111111,71.5,11.111111,57,,18
21959,129,2020,571,1154,S,22,0,0,9.090909,22.727273,31.818182,18.181818,9.090909,0,9.090909,0,0,45.090909,16.666667,56.666667,,18
21960,129,2020,571,1161,S,19,0,0,5.263158,31.578947,15.789474,21.052632,15.789474,10.526316,0,0,0,41.894737,0,161.875,,16
21961,129,2020,1000,1113,S,35,0,0,8.571429,31.428571,25.714286,11.428571,17.142857,5.714286,0,0,0,34.514286,45.238095,27.02381,,42
21962,129,2020,664,1113,S,45,0,0,11.111111,22.222222,4.444444,31.111111,31.111111,0,0,0,0,42.844444,26.086957,49.195652,,46
21963,129,2020,664,1122,C,18,0,0,0,38.888889,27.777778,22.222222,11.111111,0,0,0,0,25.611111,5.555556,34,,18
21964,129,2020,664,1161,S,18,0,11.111111,16.666667,16.666667,22.222222,0,33.333333,0,0,0,0,33.222222,0,94.25,,16
21965,129,2020,700,1154,S,6,0,0,0,16.666667,0,50,33.333333,0,0,0,0,51.333333,33.333333,53.833333,,6
21966,129,2020,737,1161,S,63,0,0,12.698413,30.15873,12.698413,23.809524,14.285714,1.587302,3.174603,1.587302,0,43.063492,0,0,,0
21967,129,2020,739,1113,S,20,0,0,10,25,5,15,25,20,0,0,0,58.3,0,0,,0
21968,129,2020,739,1154,S,33,0,0,6.060606,24.242424,15.151515,36.363636,18.181818,0,0,0,0,33.363636,13.157895,49,,38
21969,129,2021,1143,1151,C,3,0,0,66.666667,0,0,0,33.333333,0,0,0,0,35.333333,0,0,,0
21970,129,2021,936,1259,S,30,0,0,3.333333,23.333333,30,26.666667,16.666667,0,0,0,0,32.166667,30.555556,32.333333,,36
21971,129,2021,936,1318,S,36,0,11.111111,36.111111,47.222222,5.555556,0,0,0,0,0,0,3.694444,50,18.933333,,30
21972,129,2021,631,1127,S,8,0,0,12.5,37.5,37.5,0,12.5,0,0,0,0,20.5,70,12.7,,10
21973,129,2021,857,1121,S,26,0,0,11.538462,38.461538,23.076923,11.538462,3.846154,11.538462,0,0,0,32.769231,30.555556,48.027778,,36
21974,129,2021,907,1121,S,140,3,0,5.594406,25.174825,22.377622,25.874126,11.888112,6.993007,0,0,2.097902,39.564286,40.84507,34.070423,,142
21975,129,2021,907,1163,S,10,0,0,0,70,10,10,10,0,0,0,0,18.1,44.444444,48.222222,,9
21976,129,2021,626,1121,S,63,0,0,14.285714,38.095238,22.222222,19.047619,6.349206,0,0,0,0,20.206349,10.714286,45.017857,,56
21977,129,2021,838,1121,S,18,0,0,16.666667,38.888889,22.222222,22.222222,0,0,0,0,0,16.277778,44.444444,30,,18
21978,129,2021,863,1121,S,150,0,0.666667,29.333333,40,13.333333,12,4,0.666667,0,0,0,14.733333,56.20438,26.364964,,137
21979,129,2021,924,1121,S,36,0,5.555556,41.666667,27.777778,2.777778,16.666667,5.555556,0,0,0,0,13.861111,80.555556,14.111111,,36
21980,129,2021,629,1121,S,249,3,0,24.603175,35.714286,11.507937,14.285714,7.539683,3.571429,0.793651,0.793651,1.190476,29.293173,34.848485,35.183206,,262
21981,129,2021,873,1121,S,96,0,2.083333,30.208333,36.458333,10.416667,11.458333,7.291667,0,2.083333,0,0,20.083333,65.686275,15.901961,,102
21982,129,2021,746,1121,S,44,0,0,31.818182,52.272727,11.363636,2.272727,2.272727,0,0,0,0,9.340909,52.272727,17.5,,44
21983,129,2021,839,1121,S,26,0,3.846154,11.538462,23.076923,34.615385,19.230769,7.692308,0,0,0,0,25.153846,92.307692,3.307692,,26
21984,129,2021,962,1121,S,50,1,0,33.333333,43.137255,11.764706,1.960784,7.843137,0,0,0,1.960784,13.74,68.852459,14.377049,,61
21985,129,2021,632,1121,S,37,0,8.108108,37.837838,24.324324,2.702703,13.513514,8.108108,0,2.702703,2.702703,0,31.189189,97.368421,3,,38
21986,129,2021,701,1121,S,126,0,2.380952,26.190476,45.238095,14.285714,7.142857,3.968254,0,0.793651,0,0,14.404762,76.923077,14.807692,,104
21987,129,2021,745,1121,S,80,0,0,25,33.75,13.75,15,10,0,1.25,1.25,0,27.8625,58.75,22.474359,,78
21988,129,2021,758,1121,S,160,0,1.25,26.875,37.5,10,16.875,5.625,1.875,0,0,0,19.45625,53.254438,26.230769,,169
21989,129,2021,758,1163,S,8,0,0,25,62.5,12.5,0,0,0,0,0,0,6.25,0,0,,0
21990,129,2021,777,1121,S,42,0,0,19.047619,40.47619,14.285714,21.428571,2.380952,2.380952,0,0,0,18.833333,65.909091,14.909091,,44
21991,129,2021,777,1163,S,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,33.25,,8
21992,129,2021,862,1121,S,80,0,1.25,33.75,38.75,12.5,11.25,0,0,2.5,0,0,15.3375,82.051282,6.948718,,78
21993,129,2021,880,1121,S,52,0,3.846154,51.923077,26.923077,11.538462,1.923077,3.846154,0,0,0,0,7.442308,63.636364,24.30303,,66
21994,129,2021,880,1163,S,10,0,10,70,20,0,0,0,0,0,0,0,1.3,0,0,,0
21995,129,2021,921,1121,S,44,3,0,6.382979,42.553191,8.510638,12.765957,10.638298,10.638298,2.12766,0,6.382979,41.136364,30.769231,36.538462,,52
21996,129,2021,921,1163,S,8,0,0,25,25,0,37.5,12.5,0,0,0,0,26.25,0,0,,0
21997,129,2021,922,1121,S,10,0,0,70,20,10,0,0,0,0,0,0,2.2,55.555556,22.722222,,18
21998,129,2021,922,1163,S,8,0,0,37.5,12.5,0,25,0,0,25,0,0,56.5,0,0,,0
21999,129,2021,964,1121,S,177,3,2.777778,23.333333,33.333333,17.777778,15,4.444444,1.666667,0,0,1.666667,18.988701,65,15.89375,,160
22000,129,2021,967,1121,S,98,0,3.061224,22.44898,40.816327,21.428571,7.142857,4.081633,1.020408,0,0,0,15.285714,56.321839,26.758621,,87
22001,129,2021,652,1260,S,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666667,88.384615,,26
22002,129,2021,652,1319,S,8,0,0,12.5,0,0,12.5,75,0,0,0,0,67.125,0,0,,0
22003,129,2021,628,1121,S,214,0,0,12.149533,35.514019,21.495327,17.757009,9.813084,2.336449,0.934579,0,0,28.126168,33.516484,36.818681,,182
22004,129,2021,628,1163,S,0,0,0,0,0,0,0,0,0,0,0,0,0,71.428571,19.214286,,28
22005,129,2021,655,1121,S,35,0,2.857143,20,45.714286,14.285714,2.857143,5.714286,5.714286,2.857143,0,0,24.771429,94.444444,5.555556,,36
22006,129,2021,833,1121,S,0,0,0,0,0,0,0,0,0,0,0,0,0,44.444444,24.388889,,18
22007,129,2021,938,1161,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15,,1
22008,129,2021,620,1121,S,44,0,2.272727,43.181818,40.909091,9.090909,4.545455,0,0,0,0,0,5.636364,67.924528,20.377358,,53
22009,129,2021,757,1121,S,34,0,0,5.882353,38.235294,23.529412,14.705882,5.882353,5.882353,5.882353,0,0,43.705882,45.833333,31.75,,24
22010,129,2021,757,1163,S,8,0,0,0,62.5,12.5,0,25,0,0,0,0,22.125,40,28.9,,10
22011,129,2021,994,1320,S,8,0,0,0,50,25,12.5,12.5,0,0,0,0,23.375,0,0,,0
22012,129,2021,677,1140,S,126,0,2.380952,35.714286,24.603175,18.253968,16.666667,2.380952,0,0,0,0,14.468254,50,17.5,,2
22013,129,2021,597,1244,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,1
22014,129,2021,562,1245,C,0,0,0,0,0,0,0,0,0,0,0,0,0,16.666667,137.833333,,6
22015,129,2021,903,1122,S,10,0,0,10,30,40,0,20,0,0,0,0,30.2,50,18.5,,10
22016,129,2021,559,1163,S,26,0,0,19.230769,42.307692,11.538462,11.538462,15.384615,0,0,0,0,22.692308,63.888889,17.027778,,36
22017,129,2021,689,1163,S,18,0,0,38.888889,50,11.111111,0,0,0,0,0,0,5.055556,0,0,,0
22018,129,2021,693,1163,S,19,0,0,5.263158,10.526316,15.789474,42.105263,10.526316,5.263158,10.526316,0,0,71,55.555556,29.666667,,18
22019,129,2021,796,1163,S,98,0,1.020408,14.285714,34.693878,12.244898,13.265306,14.285714,5.102041,5.102041,0,0,44.836735,75.510204,12.846939,,98
22020,129,2021,796,1122,C,1,0,0,0,0,100,0,0,0,0,0,0,18,0,0,,0
22021,129,2021,1032,1163,S,18,0,16.666667,27.777778,38.888889,11.111111,5.555556,0,0,0,0,0,6.833333,0,0,,0
22022,129,2021,869,1163,S,26,0,0,3.846154,23.076923,30.769231,30.769231,3.846154,0,7.692308,0,0,41.923077,57.692308,21.4,,25
22023,129,2021,927,1163,S,18,0,0,0,44.444444,0,22.222222,27.777778,5.555556,0,0,0,43.666667,50,23.5,,18
22024,129,2021,950,1194,S,0,0,0,0,0,0,0,0,0,0,0,0,0,18.181818,119.090909,,22
22025,129,2021,599,1113,S,196,2,2.525253,29.292929,21.212121,11.111111,18.181818,12.121212,2.020202,2.020202,0.505051,1.010101,34.122449,73.157895,15.2,,190
22026,129,2021,599,1163,S,124,0,0.806452,29.032258,30.645161,14.516129,16.935484,6.451613,1.612903,0,0,0,20.354839,0,0,,0
22027,129,2021,612,1121,S,1,0,0,0,100,0,0,0,0,0,0,0,8,0,0,,0
22028,129,2021,684,1115,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,,1
22029,129,2021,684,1113,S,176,0,14.772727,26.136364,23.295455,7.386364,12.5,9.090909,3.977273,2.840909,0,0,28.193182,55.769231,26.083333,,156
22030,129,2021,684,1121,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,1
22031,129,2021,684,1163,S,150,0,0.666667,14.666667,22.666667,12,22,11.333333,8,6.666667,2,0,59.066667,0,0,,0
22032,129,2021,706,1113,S,146,4,4,36.666667,29.333333,14,8,4,1.333333,0,0,2.666667,13.143836,53.333333,25.152542,,118
22033,129,2021,741,1127,S,10,0,0,20,0,0,50,30,0,0,0,0,46,40,24.1,,10
22034,129,2021,653,1111,S,0,0,0,0,0,0,0,0,0,0,0,0,0,80,11.673333,,150
22035,129,2021,794,1127,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,1
22036,129,2021,826,1163,S,26,0,0,42.307692,15.384615,15.384615,19.230769,3.846154,0,3.846154,0,0,26.307692,0,0,,0
22037,129,2021,755,1121,S,18,0,0,11.111111,11.111111,11.111111,22.222222,33.333333,11.111111,0,0,0,56.944444,0,0,,0
22038,129,2021,884,1121,S,34,0,0,11.764706,55.882353,14.705882,14.705882,2.941176,0,0,0,0,16.588235,36.111111,30.972222,,36
22039,129,2021,961,1121,S,124,0,0.806452,8.064516,32.258065,17.741935,20.16129,16.129032,4.032258,0.806452,0,0,37.508065,37.096774,59.725806,,124
22040,129,2021,679,1127,S,44,0,0,38.636364,34.090909,13.636364,6.818182,4.545455,0,2.272727,0,0,14.704545,63.888889,16.25,,36
22041,129,2021,679,1122,S,1,0,0,0,100,0,0,0,0,0,0,0,10,0,0,,0
22042,129,2021,1107,1121,S,18,0,0,0,38.888889,22.222222,11.111111,27.777778,0,0,0,0,35,0,0,,0
22043,129,2021,1034,1121,S,26,0,0,15.384615,53.846154,15.384615,15.384615,0,0,0,0,0,13.615385,53.846154,26.269231,,26
22044,129,2021,1038,1121,S,10,0,0,30,50,20,0,0,0,0,0,0,6.9,88.888889,6.611111,,18
22045,129,2021,1038,1163,S,8,0,0,0,12.5,37.5,37.5,0,0,0,12.5,0,77.625,0,0,,0
22046,129,2021,988,1115,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,1
22047,129,2021,988,1127,S,36,0,0,16.666667,50,13.888889,13.888889,5.555556,0,0,0,0,17.75,88.888889,4.111111,,18
22048,129,2021,1047,1121,S,54,0,0,9.259259,29.62963,22.222222,24.074074,12.962963,0,0,1.851852,0,35.648148,47.826087,38.565217,,46
22049,129,2021,1047,1163,S,0,0,0,0,0,0,0,0,0,0,0,0,0,50,69.375,,8
22050,129,2021,968,1121,S,58,4,0,12.903226,27.419355,19.354839,30.645161,3.225806,0,0,0,6.451613,23.051724,61.290323,17.451613,,62
22051,129,2021,766,1127,S,44,0,0,6.818182,29.545455,38.636364,15.909091,9.090909,0,0,0,0,25.159091,31.111111,45.733333,,45
22052,129,2021,842,1127,S,52,0,0,17.307692,48.076923,15.384615,11.538462,3.846154,3.846154,0,0,0,21.153846,54.166667,21.1875,,48
22053,129,2021,842,1121,S,51,0,0,11.764706,27.45098,17.647059,29.411765,11.764706,1.960784,0,0,0,32.098039,46.774194,26.387097,,62
22054,129,2021,842,1122,C,18,0,0,0,27.777778,38.888889,11.111111,22.222222,0,0,0,0,36.611111,50,31.888889,,18
22055,129,2021,552,1121,S,28,0,3.571429,42.857143,42.857143,10.714286,0,0,0,0,0,0,4.5,84.615385,10.961538,,26
22056,129,2021,971,1121,S,28,0,3.571429,42.857143,42.857143,10.714286,0,0,0,0,0,0,4.5,84.615385,10.961538,,26
22057,129,2021,553,1121,S,90,0,6.666667,37.777778,21.111111,12.222222,12.222222,10,0,0,0,0,17.711111,36.206897,34.655172,,58
22058,129,2021,972,1121,S,90,0,6.666667,37.777778,21.111111,12.222222,12.222222,10,0,0,0,0,17.711111,36.206897,34.655172,,58
22059,129,2021,611,1121,S,178,0,3.370787,20.786517,33.146067,12.921348,16.292135,12.359551,1.123596,0,0,0,23.623596,63.333333,27.177966,,118
22060,129,2021,611,1163,S,0,0,0,0,0,0,0,0,0,0,0,0,0,70,91,,10
22061,129,2021,611,1128,S,2,0,0,50,0,0,0,50,0,0,0,0,33,0,0,,0
22062,129,2021,660,1146,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,,1
22063,129,2021,660,1121,S,176,0,1.704545,27.272727,34.090909,14.772727,13.636364,7.386364,1.136364,0,0,0,18.443182,56.111111,25.217877,,179
